# LMFDB BJT fixture generated by `clgrp build-bjt-fixture`
# seed=20260217
# scan_limit=40000
# generated_unix=1771317392
# r	m	k	line	delta	discriminant	class_number	invariant_factors_csv
4	16	3	28957	2	-805878052	4032	1008,2,2
4	16	3	29051	1	-805879876	9800	4900,2
4	16	3	29086	1	-805880580	7936	248,2,2,2,2,2
4	16	3	29150	1	-805881828	6496	406,2,2,2,2
4	16	3	29152	1	-805881860	15232	952,2,2,2,2
4	16	3	29153	1	-805881876	11104	2776,2,2
4	16	3	29166	1	-805882148	7360	1840,2,2
4	16	3	29202	1	-805882820	13728	3432,2,2
4	16	3	29247	3	-805883732	11316	5658,2
4	16	3	29256	1	-805883892	5456	1364,2,2
4	16	3	29290	1	-805884564	8484	4242,2
4	16	3	29323	1	-805885204	9320	2330,2,2
4	16	3	29340	2	-805885540	10000	5000,2
4	16	3	29400	1	-805886740	6336	1584,2,2
4	16	3	29428	1	-805887284	16792	4198,2,2
4	16	3	29527	1	-805889220	11232	1404,2,2,2
4	16	3	29546	1	-805889620	8640	2160,2,2
4	16	3	29556	1	-805889796	17540	8770,2
4	16	3	29610	1	-805890884	18512	9256,2
4	16	3	29629	1	-805891252	6160	1540,2,2
4	16	3	29645	2	-805891588	6864	3432,2
4	16	3	29656	1	-805891796	23508	11754,2
4	16	3	29710	1	-805892852	10428	5214,2
4	16	3	29716	1	-805892980	6048	1512,2,2
4	16	3	29737	1	-805893364	10108	5054,2
4	16	3	29738	1	-805893380	16024	8012,2
4	16	3	29790	1	-805894404	12480	1560,2,2,2
4	16	3	29813	1	-805894836	13664	3416,2,2
4	16	3	29817	1	-805894932	10584	2646,2,2
4	16	3	29893	1	-805896420	10752	672,2,2,2,2
4	16	3	29912	1	-805896820	5472	684,4,2
4	16	3	29987	1	-805898308	6784	6784
4	16	3	30000	1	-805898564	14688	3672,2,2
4	16	3	30001	1	-805898580	6784	424,4,2,2
4	16	3	30056	3	-805899652	10288	5144,2
4	16	3	30062	2	-805899796	6932	3466,2
4	16	3	30121	2	-805900916	16464	4116,2,2
4	16	3	30134	1	-805901172	7344	918,2,2,2
4	16	3	30155	1	-805901588	10816	2704,2,2
4	16	3	30163	1	-805901748	6408	3204,2
4	16	3	30188	1	-805902260	8680	2170,2,2
4	16	3	30217	1	-805902788	11076	11076
4	16	3	30226	1	-805902980	11776	1472,2,2,2
4	16	3	30246	1	-805903364	18304	1144,4,2,2
4	16	3	30252	1	-805903476	10200	2550,2,2
4	16	3	30265	1	-805903780	7136	1784,2,2
4	16	3	30270	1	-805903876	6832	3416,2
4	16	3	30290	1	-805904228	15168	3792,2,2
4	16	3	30358	1	-805905588	8700	4350,2
4	16	3	30370	1	-805905812	14168	7084,2
4	16	3	30400	1	-805906436	18552	18552
4	16	3	30792	1	-805914164	26920	13460,2
4	16	3	30868	1	-805915668	10912	682,2,2,2,2
4	16	3	30924	1	-805916740	7792	974,2,2,2
4	16	3	30997	1	-805918148	18936	9468,2
4	16	3	31074	1	-805919684	14256	1188,6,2
4	16	3	31105	1	-805920308	10140	5070,2
4	16	3	31117	1	-805920548	16296	8148,2
4	16	3	31122	1	-805920628	5490	5490
4	16	3	31128	1	-805920740	9024	4512,2
4	16	3	31210	1	-805922340	10880	680,2,2,2,2
4	16	3	31267	1	-805923524	20256	5064,2,2
4	16	3	31286	1	-805923908	14100	14100
4	16	3	31288	1	-805923940	9232	2308,2,2
4	16	3	31302	1	-805924212	5720	2860,2
4	16	3	31339	1	-805924948	7460	3730,2
4	16	3	31421	1	-805926548	8688	1086,2,2,2
4	16	3	31446	1	-805927044	11536	1442,2,2,2
4	16	3	31531	1	-805928772	8760	2190,2,2
4	16	3	31561	1	-805929332	15536	3884,2,2
4	16	3	31575	2	-805929604	8408	4204,2
4	16	3	31618	1	-805930436	18984	9492,2
4	16	3	31650	1	-805931076	11420	5710,2
4	16	3	31654	1	-805931140	7680	960,2,2,2
4	16	3	31672	1	-805931492	7944	7944
4	16	3	31739	1	-805932836	15316	15316
4	16	3	31770	1	-805933444	7136	7136
4	16	3	31809	2	-805934212	6720	1680,2,2
4	16	3	31894	1	-805935892	6252	3126,2
4	16	3	31921	1	-805936420	5704	2852,2
4	16	3	31986	2	-805937716	10296	2574,2,2
4	16	3	32008	1	-805938148	3776	236,4,2,2
4	16	3	32046	2	-805938916	13320	4440,3
4	16	3	32049	1	-805938980	12096	378,2,2,2,2,2
4	16	3	32056	2	-805939108	4896	2448,2
4	16	3	32069	1	-805939348	4736	2368,2
4	16	3	32089	1	-805939748	14492	14492
4	16	3	32129	2	-805940516	22664	11332,2
4	16	3	32214	1	-805942196	16924	8462,2
4	16	3	32240	1	-805942676	15264	1908,2,2,2
4	16	3	32252	1	-805942932	5160	1290,2,2
4	16	3	32337	1	-805944612	4872	1218,2,2
4	16	3	32346	1	-805944772	8320	2080,4
4	16	3	32375	1	-805945332	8040	2010,2,2
4	16	3	32415	2	-805946164	9224	4612,2
4	16	3	32440	1	-805946628	4792	1198,2,2
4	16	3	32526	1	-805948340	12796	6398,2
4	16	3	32528	1	-805948372	4778	4778
4	16	3	32629	1	-805950388	6932	3466,2
4	16	3	32650	1	-805950820	7328	916,2,2,2
4	16	3	32685	2	-805951492	4528	2264,2
4	16	3	32755	1	-805952852	11614	11614
4	16	3	32807	1	-805953908	7576	3788,2
4	16	3	32816	2	-805954084	11024	1378,2,2,2
4	16	3	32881	1	-805955412	8580	4290,2
4	16	3	32920	1	-805956180	8272	2068,2,2
4	16	3	32931	2	-805956388	6348	6348
4	16	3	32940	1	-805956564	14160	1770,2,2,2
4	16	3	32979	1	-805957332	7416	3708,2
4	16	3	33152	1	-805960724	14950	14950
4	16	3	33278	1	-805963252	8596	4298,2
4	16	3	33325	1	-805964196	7440	1860,2,2
4	16	3	33328	1	-805964244	10528	1316,2,2,2
4	16	3	33330	1	-805964276	18668	9334,2
4	16	3	33357	1	-805964836	10816	5408,2
4	16	3	33534	1	-805968292	8408	4204,2
4	16	3	33559	1	-805968804	8952	2238,2,2
4	16	3	33572	2	-805969060	6048	756,2,2,2
4	16	3	33581	1	-805969220	14160	1770,2,2,2
4	16	3	33582	1	-805969236	10128	2532,2,2
4	16	3	33630	2	-805970212	5240	5240
4	16	3	33631	2	-805970244	10280	2570,2,2
4	16	3	33650	1	-805970596	7344	7344
4	16	3	33770	1	-805972980	8336	2084,2,2
4	16	3	33772	1	-805973012	11760	5880,2
4	16	3	33830	2	-805974164	16488	8244,2
4	16	3	33875	1	-805975044	15728	1966,2,2,2
4	16	3	33891	1	-805975348	7618	7618
4	16	3	33949	1	-805976436	12924	6462,2
4	16	3	33955	1	-805976580	11136	348,2,2,2,2,2
4	16	3	33972	2	-805976916	18600	9300,2
4	16	3	34008	1	-805977604	8224	8224
4	16	3	34065	1	-805978772	8816	2204,2,2
4	16	3	34119	2	-805979860	7296	456,2,2,2,2
4	16	3	34152	1	-805980468	9580	4790,2
4	16	3	34175	1	-805980932	10176	5088,2
4	16	3	34223	1	-805981844	18134	18134
4	16	3	34252	1	-805982420	13544	6772,2
4	16	3	34288	2	-805983172	4296	4296
4	16	3	34340	1	-805984148	9334	9334
4	16	3	34357	1	-805984532	9648	4824,2
4	16	3	34360	1	-805984580	8160	2040,2,2
4	16	3	34372	1	-805984820	11424	1428,4,2
4	16	3	34427	1	-805985940	7200	150,6,2,2,2
4	16	3	34647	3	-805990228	6114	6114
4	16	3	34697	1	-805991204	16396	16396
4	16	3	34770	1	-805992692	8680	4340,2
4	16	3	34782	1	-805992932	18848	9424,2
4	16	3	34832	1	-805993940	16192	1012,4,2,2
4	16	3	34851	1	-805994308	5304	2652,2
4	16	3	34882	2	-805994916	11856	1482,2,2,2
4	16	3	34908	1	-805995444	6224	1556,2,2
4	16	3	35015	1	-805997540	18624	4656,2,2
4	16	3	35019	1	-805997620	4992	624,2,2,2
4	16	3	35120	1	-805999636	6544	1636,2,2
4	16	3	35133	1	-805999908	8448	2112,2,2
4	16	3	35154	1	-806000324	23812	23812
4	16	3	35180	2	-806000820	8480	1060,2,2,2
4	16	3	35196	1	-806001140	21216	2652,2,2,2
4	16	3	35237	1	-806001956	12668	12668
4	16	3	35249	1	-806002196	26086	26086
4	16	3	35265	2	-806002516	5800	1450,2,2
4	16	3	35269	1	-806002580	13928	6964,2
4	16	3	35286	3	-806002916	21232	10616,2
4	16	3	35426	1	-806005652	9456	2364,2,2
4	16	3	35449	1	-806006132	9822	9822
4	16	3	35478	1	-806006692	6412	3206,2
4	16	3	35491	1	-806006948	12328	6164,2
4	16	3	35651	1	-806010068	14864	3716,2,2
4	16	3	35735	1	-806011748	15440	3860,4
4	16	3	35801	1	-806013028	5016	2508,2
4	16	3	35807	1	-806013140	11752	2938,2,2
4	16	3	35856	1	-806014164	10836	1806,6
4	16	3	35880	1	-806014612	6752	1688,2,2
4	16	3	35927	1	-806015540	12360	3090,2,2
4	16	3	35956	1	-806016084	11848	5924,2
4	16	3	35959	1	-806016164	14096	3524,2,2
4	16	3	35965	1	-806016260	14456	3614,2,2
4	16	3	35988	2	-806016724	8048	2012,2,2
4	16	3	35991	1	-806016772	4296	1074,2,2
4	16	3	36018	1	-806017332	8004	4002,2
4	16	3	36121	1	-806019348	7920	1980,2,2
4	16	3	36193	1	-806020788	8232	2058,2,2
4	16	3	36200	1	-806020932	8352	2088,2,2
4	16	3	36209	1	-806021092	5448	2724,2
4	16	3	36217	1	-806021252	9064	4532,2
4	16	3	36271	1	-806022308	10672	1334,2,2,2
4	16	3	36281	3	-806022532	7336	1834,2,2
4	16	3	36316	1	-806023172	10592	5296,2
4	16	3	36347	1	-806023812	8568	2142,2,2
4	16	3	36367	1	-806024180	15360	1920,2,2,2
4	16	3	36369	1	-806024228	11728	2932,4
4	16	3	36390	1	-806024660	16416	1026,2,2,2,2
4	16	3	36401	1	-806024852	15912	3978,2,2
4	16	3	36418	3	-806025236	13586	13586
4	16	3	36422	2	-806025316	11856	2964,2,2
4	16	3	36541	1	-806027636	15324	7662,2
4	16	3	36546	1	-806027748	5768	1442,2,2
4	16	3	36646	1	-806029780	8912	2228,2,2
4	16	3	36647	1	-806029796	16880	2110,2,2,2
4	16	3	36676	1	-806030324	15040	7520,2
4	16	3	36680	1	-806030420	19312	2414,2,2,2
4	16	3	36688	1	-806030580	12240	1530,2,2,2
4	16	3	36767	1	-806032196	12320	12320
4	16	3	36803	1	-806032884	13192	3298,2,2
4	16	3	36806	2	-806032964	19296	1608,6,2
4	16	3	36835	1	-806033524	10140	5070,2
4	16	3	36870	1	-806034212	9476	4738,2
4	16	3	36879	1	-806034372	10320	1290,2,2,2
4	16	3	36884	1	-806034468	8080	1010,2,2,2
4	16	3	36972	1	-806036212	3848	1924,2
4	16	3	37018	1	-806037124	8592	2148,2,2
4	16	3	37040	1	-806037524	21728	5432,2,2
4	16	3	37055	1	-806037828	6900	3450,2
4	16	3	37084	1	-806038388	9936	1656,6
4	16	3	37122	1	-806039124	10416	1302,2,2,2
4	16	3	37157	1	-806039812	4688	1172,2,2
4	16	3	37167	1	-806039988	9248	578,2,2,2,2
4	16	3	37171	1	-806040084	9104	2276,2,2
4	16	3	37242	2	-806041460	15216	1902,2,2,2
4	16	3	37298	1	-806042596	8232	2058,2,2
4	16	3	37401	1	-806044612	6552	6552
4	16	3	37410	1	-806044820	11616	1452,2,2,2
4	16	3	37411	1	-806044836	11904	2976,2,2
4	16	3	37423	1	-806045060	11136	2784,2,2
4	16	3	37477	1	-806046132	8000	2000,2,2
4	16	3	37502	1	-806046644	16592	8296,2
4	16	3	37809	1	-806052740	16064	8032,2
4	16	3	37821	1	-806052980	15248	7624,2
4	16	3	37849	1	-806053540	9496	4748,2
4	16	3	37926	1	-806055108	7212	3606,2
4	16	3	37932	1	-806055220	8160	1020,2,2,2
4	16	3	37949	1	-806055540	11504	2876,2,2
4	16	3	38252	1	-806061524	14016	3504,2,2
4	16	3	38322	2	-806062916	16856	4214,2,2
4	16	3	38373	1	-806063908	7200	900,4,2
4	16	3	38424	1	-806064884	13406	13406
4	16	3	38458	1	-806065556	23472	5868,2,2
4	16	3	38496	1	-806066308	6748	6748
4	16	3	38520	1	-806066772	8544	1068,2,2,2
4	16	3	38577	1	-806067892	4048	2024,2
4	16	3	38643	1	-806069188	5208	2604,2
4	16	3	38718	1	-806070644	17652	8826,2
4	16	3	38730	2	-806070868	4480	2240,2
4	16	3	38772	1	-806071780	7632	1908,2,2
4	16	3	38822	1	-806072756	15536	7768,2
4	16	3	38845	1	-806073220	7616	1904,2,2
4	16	3	38896	1	-806074228	4164	2082,2
4	16	3	38916	2	-806074612	5088	1272,2,2
4	16	3	39050	1	-806077236	17600	2200,2,2,2
4	16	3	39093	1	-806078084	14640	3660,2,2
4	16	3	39151	1	-806079188	13536	1692,2,2,2
4	16	3	39231	3	-806080804	8032	4016,2
4	16	3	39242	1	-806081012	12752	3188,2,2
4	16	3	39291	1	-806081988	13632	3408,2,2
4	16	3	39318	1	-806082548	15476	7738,2
4	16	3	39321	1	-806082596	13056	816,4,2,2
4	16	3	39455	2	-806085268	5840	1460,2,2
4	16	3	39465	1	-806085460	7984	1996,2,2
4	16	3	39577	1	-806087620	5952	372,4,2,2
4	16	3	39597	2	-806088004	7024	3512,2
4	16	3	39672	1	-806089524	9632	1204,2,2,2
4	16	3	39705	2	-806090196	10696	2674,2,2
4	16	3	39756	1	-806091188	11024	1378,2,2,2
4	16	3	39786	3	-806091764	12300	6150,2
4	16	3	39871	1	-806093428	5728	716,2,2,2
4	16	3	39922	1	-806094420	15360	960,2,2,2,2
4	16	3	39954	1	-806095076	19376	9688,2
4	16	3	39956	1	-806095108	4816	602,2,2,2
4	16	3	39991	1	-806095812	5448	1362,2,2
7	8	3	90	1	-805307271	29562	29562
7	8	3	165	1	-805308007	12660	6330,2
7	8	3	167	1	-805308023	19000	4750,2,2
7	8	3	234	3	-805308695	23072	23072
7	8	3	238	1	-805308727	10908	10908
7	8	3	270	1	-805309023	16252	8126,2
7	8	3	297	1	-805309303	11744	11744
7	8	3	338	1	-805309711	19899	19899
7	8	3	358	1	-805309903	15472	3868,4
7	8	3	395	2	-805310279	28444	28444
7	8	3	458	1	-805310887	16951	16951
7	8	3	460	1	-805310903	16280	8140,2
7	8	3	496	2	-805311287	19580	9790,2
7	8	3	543	1	-805311727	14520	14520
7	8	3	609	1	-805312391	28956	14478,2
7	8	3	613	1	-805312423	11008	1376,4,2
7	8	3	646	1	-805312743	11540	5770,2
7	8	3	689	1	-805313167	17070	17070
7	8	3	828	2	-805314527	32706	32706
7	8	3	1031	1	-805316511	38400	9600,2,2
7	8	3	1072	1	-805316927	30948	30948
7	8	3	1136	2	-805317551	32356	32356
7	8	3	1156	1	-805317743	31526	31526
7	8	3	1192	1	-805318103	22041	22041
7	8	3	1222	1	-805318399	15523	15523
7	8	3	1238	2	-805318559	30957	30957
7	8	3	1272	1	-805318895	34416	1434,6,2,2
7	8	3	1302	1	-805319191	26956	26956
7	8	3	1364	1	-805319807	24774	24774
7	8	3	1376	1	-805319911	12432	6216,2
7	8	3	1392	1	-805320087	21088	2636,2,2,2
7	8	3	1414	1	-805320295	18820	9410,2
7	8	3	1503	1	-805321167	13608	3402,2,2
7	8	3	1549	1	-805321631	24492	12246,2
7	8	3	1562	1	-805321759	13264	3316,2,2
7	8	3	1567	1	-805321815	17744	8872,2
7	8	3	1587	1	-805321999	19836	19836
7	8	3	1600	1	-805322127	13116	6558,2
7	8	3	1725	1	-805323367	11676	11676
7	8	3	1807	3	-805324183	12768	6384,2
7	8	3	1837	1	-805324479	13248	3312,2,2
7	8	3	1872	1	-805324839	17628	8814,2
7	8	3	1878	2	-805324895	23104	23104
7	8	3	1882	1	-805324927	11498	11498
7	8	3	1901	2	-805325111	40424	40424
7	8	3	1918	1	-805325271	21122	21122
7	8	3	1946	1	-805325527	11046	11046
7	8	3	1978	1	-805325863	12724	12724
7	8	3	2034	1	-805326415	15652	7826,2
7	8	3	2079	1	-805326863	31598	31598
7	8	3	2114	1	-805327207	12192	1524,4,2
7	8	3	2157	2	-805327631	36575	36575
7	8	3	2186	2	-805327919	29624	14812,2
7	8	3	2202	1	-805328071	13904	13904
7	8	3	2205	2	-805328103	13732	13732
7	8	3	2220	1	-805328247	16544	4136,2,2
7	8	3	2252	2	-805328583	15736	3934,2,2
7	8	3	2255	1	-805328607	17024	2128,2,2,2
7	8	3	2271	1	-805328759	33584	16792,2
7	8	3	2312	2	-805329143	20003	20003
7	8	3	2313	1	-805329151	16816	4204,2,2
7	8	3	2563	1	-805331623	11236	11236
7	8	3	2614	1	-805332127	17264	4316,4
7	8	3	2682	1	-805332823	8432	4216,2
7	8	3	2743	1	-805333431	20040	5010,2,2
7	8	3	2760	2	-805333607	18018	18018
7	8	3	2791	1	-805333911	22228	11114,2
7	8	3	2850	1	-805334487	20944	5236,2,2
7	8	3	2905	1	-805335031	13384	13384
7	8	3	2909	1	-805335071	32604	32604
7	8	3	2910	1	-805335079	25492	25492
7	8	3	2955	1	-805335519	21648	2706,2,2,2
7	8	3	2961	2	-805335583	12416	1552,8
7	8	3	2989	1	-805335863	24258	24258
7	8	3	2992	1	-805335887	20660	10330,2
7	8	3	3013	1	-805336087	14016	3504,4
7	8	3	3027	1	-805336231	22720	11360,2
7	8	3	3035	1	-805336303	10170	10170
7	8	3	3125	1	-805337191	20787	20787
7	8	3	3168	1	-805337607	15488	7744,2
7	8	3	3395	1	-805339839	27916	13958,2
7	8	3	3401	1	-805339895	32520	8130,2,2
7	8	3	3489	1	-805340791	20008	10004,2
7	8	3	3560	1	-805341487	8769	8769
7	8	3	3580	1	-805341703	15392	7696,2
7	8	3	3633	1	-805342223	26908	26908
7	8	3	3635	2	-805342247	24752	12376,2
7	8	3	3708	1	-805342943	24661	24661
7	8	3	3729	1	-805343159	38900	3890,10
7	8	3	3735	1	-805343215	18000	2250,2,2,2
7	8	3	3772	3	-805343583	11960	2990,2,2
7	8	3	3839	1	-805344231	34548	17274,2
7	8	3	3867	1	-805344519	17808	4452,2,2
7	8	3	3873	2	-805344583	13648	3412,2,2
7	8	3	3887	1	-805344711	26108	13054,2
7	8	3	4038	1	-805346223	14836	7418,2
7	8	3	4048	2	-805346319	16776	8388,2
7	8	3	4091	1	-805346727	20616	10308,2
7	8	3	4175	1	-805347551	29228	29228
7	8	3	4229	1	-805348111	14183	14183
7	8	3	4231	1	-805348127	31805	31805
7	8	3	4272	1	-805348527	12576	3144,2,2
7	8	3	4298	2	-805348799	40331	40331
7	8	3	4344	1	-805349247	22342	22342
7	8	3	4362	1	-805349415	21312	1332,2,2,2,2
7	8	3	4399	2	-805349783	23842	23842
7	8	3	4459	1	-805350359	32016	8004,2,2
7	8	3	4465	1	-805350415	13054	13054
7	8	3	4483	2	-805350599	30267	30267
7	8	3	4493	1	-805350695	23772	11886,2
7	8	3	4610	1	-805351855	15328	1916,2,2,2
7	8	3	4709	2	-805352831	58260	58260
7	8	3	4762	1	-805353343	7824	7824
7	8	3	4777	1	-805353495	13600	1700,2,2,2
7	8	3	4787	1	-805353591	20792	10396,2
7	8	3	4789	2	-805353623	26116	26116
7	8	3	4809	1	-805353815	27504	3438,2,2,2
7	8	3	4831	1	-805354023	14640	14640
7	8	3	4911	1	-805354815	19992	4998,2,2
7	8	3	4996	1	-805355671	18240	4560,2,2
7	8	3	5004	1	-805355751	23416	11708,2
7	8	3	5030	1	-805356015	20992	5248,2,2
7	8	3	5041	2	-805356119	31657	31657
7	8	3	5102	1	-805356727	11724	5862,2
7	8	3	5111	1	-805356815	24498	24498
7	8	3	5116	2	-805356863	23472	23472
7	8	3	5161	1	-805357311	24924	12462,2
7	8	3	5176	1	-805357455	15408	1926,2,2,2
7	8	3	5193	1	-805357623	11160	5580,2
7	8	3	5271	1	-805358399	46115	46115
7	8	3	5313	1	-805358823	15216	3804,2,2
7	8	3	5317	2	-805358863	10008	10008
7	8	3	5325	1	-805358935	21188	10594,2
7	8	3	5363	1	-805359319	14664	3666,2,2
7	8	3	5425	1	-805359919	18784	4696,2,2
7	8	3	5494	1	-805360615	15182	15182
7	8	3	5514	1	-805360807	13979	13979
7	8	3	5531	2	-805360983	15504	3876,2,2
7	8	3	5630	1	-805361951	32140	32140
7	8	3	5731	1	-805362927	17646	17646
7	8	3	5754	1	-805363135	14616	7308,2
7	8	3	5789	1	-805363503	17312	4328,2,2
7	8	3	5886	1	-805364471	27712	6928,4
7	8	3	5892	1	-805364527	11044	5522,2
7	8	3	5907	1	-805364687	24192	12096,2
7	8	3	5912	2	-805364743	11995	11995
7	8	3	5944	1	-805365047	17729	17729
7	8	3	6022	1	-805365823	9870	9870
7	8	3	6144	1	-805367023	13864	6932,2
7	8	3	6164	2	-805367231	25920	6480,2,2
7	8	3	6250	1	-805368071	33294	33294
7	8	3	6262	1	-805368199	24392	12196,2
7	8	3	6354	1	-805369087	16959	16959
7	8	3	6355	3	-805369111	19496	19496
7	8	3	6392	1	-805369471	14696	7348,2
7	8	3	6400	1	-805369551	31544	15772,2
7	8	3	6445	1	-805369991	40468	20234,2
7	8	3	6497	1	-805370511	23136	11568,2
7	8	3	6505	1	-805370591	29090	29090
7	8	3	6510	1	-805370647	11055	11055
7	8	3	6615	1	-805371671	38248	19124,2
7	8	3	6703	1	-805372527	13912	6956,2
7	8	3	6735	2	-805372847	19356	19356
7	8	3	6757	2	-805373063	30172	15086,2
7	8	3	6767	1	-805373151	20416	2552,4,2
7	8	3	6769	1	-805373167	9112	9112
7	8	3	6800	2	-805373495	38624	9656,2,2
7	8	3	6801	1	-805373503	11128	5564,2
7	8	3	6803	1	-805373519	33972	33972
7	8	3	6812	1	-805373607	19488	9744,2
7	8	3	6829	1	-805373767	12992	3248,2,2
7	8	3	6849	1	-805373959	18812	9406,2
7	8	3	6850	1	-805373967	22612	11306,2
7	8	3	6874	2	-805374215	24904	12452,2
7	8	3	6910	3	-805374583	19372	9686,2
7	8	3	6913	1	-805374607	8474	8474
7	8	3	6937	1	-805374831	25320	6330,2,2
7	8	3	6966	1	-805375111	18108	9054,2
7	8	3	7053	2	-805375983	14188	14188
7	8	3	7083	1	-805376279	26417	26417
7	8	3	7228	1	-805377695	26964	4494,6
7	8	3	7264	1	-805378047	17432	4358,2,2
7	8	3	7280	1	-805378215	19896	4974,2,2
7	8	3	7351	1	-805378919	27846	27846
7	8	3	7373	1	-805379135	24612	12306,2
7	8	3	7413	1	-805379527	13448	13448
7	8	3	7418	2	-805379583	16120	8060,2
7	8	3	7431	1	-805379711	32808	32808
7	8	3	7432	1	-805379719	16012	16012
7	8	3	7471	1	-805380095	18876	9438,2
7	8	3	7484	1	-805380223	11725	11725
7	8	3	7499	1	-805380367	9644	9644
7	8	3	7543	2	-805380815	24384	3048,4,2
7	8	3	7548	1	-805380871	14899	14899
7	8	3	7574	1	-805381103	18646	18646
7	8	3	7653	1	-805381895	27012	13506,2
7	8	3	7654	1	-805381903	12546	12546
7	8	3	7661	1	-805381967	20808	20808
7	8	3	7678	2	-805382135	36256	18128,2
7	8	3	7756	1	-805382895	15824	3956,2,2
7	8	3	7841	1	-805383751	17536	8768,2
7	8	3	7850	1	-805383839	36008	18004,2
7	8	3	7909	1	-805384415	32068	16034,2
7	8	3	7938	1	-805384687	13328	13328
7	8	3	7947	2	-805384783	10208	2552,4
7	8	3	7998	1	-805385287	11190	11190
7	8	3	8091	1	-805386207	22016	22016
7	8	3	8132	1	-805386607	10956	5478,2
7	8	3	8151	1	-805386791	34572	17286,2
7	8	3	8163	1	-805386903	20948	10474,2
7	8	3	8276	1	-805388055	31616	1976,2,2,2,2
7	8	3	8315	1	-805388423	16884	8442,2
7	8	3	8436	1	-805389607	13304	13304
7	8	3	8439	1	-805389639	28006	28006
7	8	3	8447	1	-805389711	22912	2864,2,2,2
7	8	3	8462	1	-805389863	19335	19335
7	8	3	8520	1	-805390431	26708	13354,2
7	8	3	8533	1	-805390543	15040	7520,2
7	8	3	8572	1	-805390935	18856	9428,2
7	8	3	8709	1	-805392263	17680	4420,2,2
7	8	3	8736	1	-805392527	18900	9450,2
7	8	3	8808	1	-805393239	23344	5836,2,2
7	8	3	8989	1	-805395047	23212	11606,2
7	8	3	9024	1	-805395391	19692	19692
7	8	3	9050	1	-805395639	30120	15060,2
7	8	3	9061	1	-805395759	24992	3124,2,2,2
7	8	3	9076	1	-805395911	31369	31369
7	8	3	9092	1	-805396063	13500	6750,2
7	8	3	9093	1	-805396071	26736	13368,2
7	8	3	9165	1	-805396799	23875	23875
7	8	3	9181	1	-805396951	13725	13725
7	8	3	9183	2	-805396983	19422	19422
7	8	3	9192	1	-805397071	20950	20950
7	8	3	9281	1	-805397927	23499	23499
7	8	3	9284	1	-805397951	36633	36633
7	8	3	9354	1	-805398655	19668	19668
7	8	3	9450	2	-805399631	29694	29694
7	8	3	9515	1	-805400287	17487	17487
7	8	3	9545	2	-805400583	14112	7056,2
7	8	3	9579	1	-805400895	26560	6640,2,2
7	8	3	9580	1	-805400903	20700	20700
7	8	3	9615	1	-805401271	17388	8694,2
7	8	3	9631	1	-805401439	19254	19254
7	8	3	9647	1	-805401599	27088	13544,2
7	8	3	9661	1	-805401743	25056	12528,2
7	8	3	9714	1	-805402263	15408	3852,4
7	8	3	9800	1	-805403103	14700	7350,2
7	8	3	9810	1	-805403199	28080	4680,6
7	8	3	9863	1	-805403711	41056	20528,2
7	8	3	9873	1	-805403823	14168	3542,2,2
7	8	3	9903	1	-805404119	29160	7290,2,2
7	8	3	9939	1	-805404463	12078	12078
7	8	3	9956	1	-805404623	20046	20046
7	8	3	9962	1	-805404679	18992	9496,2
7	8	3	10092	1	-805405991	31744	1984,4,2,2
7	8	3	10139	1	-805406447	28056	14028,2
7	8	3	10296	1	-805407999	18096	4524,2,2
7	8	3	10324	1	-805408287	17738	17738
7	8	3	10384	1	-805408887	20488	10244,2
7	8	3	10447	1	-805409519	44278	44278
7	8	3	10512	2	-805410143	31886	31886
7	8	3	10526	1	-805410271	19956	19956
7	8	3	10681	2	-805411783	8586	2862,3
7	8	3	10788	1	-805412847	12996	12996
7	8	3	10793	1	-805412895	20960	2620,2,2,2
7	8	3	10870	1	-805413647	23404	23404
7	8	3	10966	2	-805414583	23832	23832
7	8	3	11013	1	-805415063	23732	23732
7	8	3	11049	1	-805415407	11770	11770
7	8	3	11111	1	-805416007	7430	7430
7	8	3	11220	1	-805417103	24588	4098,6
7	8	3	11244	1	-805417351	13656	6828,2
7	8	3	11268	1	-805417591	21284	10642,2
7	8	3	11283	1	-805417735	10832	2708,2,2
7	8	3	11293	1	-805417831	14856	14856
7	8	3	11343	1	-805418311	20793	20793
7	8	3	11416	1	-805419031	18839	18839
7	8	3	11483	1	-805419735	22336	5584,2,2
7	8	3	11493	1	-805419831	31472	15736,2
7	8	3	11504	2	-805419935	23886	23886
7	8	3	11549	2	-805420383	13784	6892,2
7	8	3	11619	1	-805421055	24276	12138,2
7	8	3	11663	1	-805421487	17296	8648,2
7	8	3	11705	1	-805421895	17948	8974,2
7	8	3	11725	1	-805422103	13304	6652,2
7	8	3	11869	1	-805423503	18904	4726,2,2
7	8	3	11889	1	-805423703	28156	14078,2
7	8	3	11897	2	-805423783	13478	13478
7	8	3	11900	1	-805423807	9960	2490,2,2
7	8	3	11936	1	-805424159	23530	23530
7	8	3	11947	1	-805424271	15552	1944,2,2,2
7	8	3	11954	1	-805424343	18708	9354,2
7	8	3	12027	1	-805425063	14872	3718,2,2
7	8	3	12121	1	-805426007	16601	16601
7	8	3	12183	1	-805426615	13216	1652,2,2,2
7	8	3	12218	1	-805426959	21768	10884,2
7	8	3	12285	2	-805427639	31840	31840
7	8	3	12305	1	-805427815	18368	9184,2
7	8	3	12333	1	-805428079	14484	7242,2
